AgeRange,Age_0_4,Age_0_9,Age_10_19,Age_15_24,Age_20_29,Age_25_34,Age_30_39,Age_35_44,Age_40_49,Age_45_54,Age_50_59,Age_55_64,Age_5_14,Age_60_69,Age_65_74,Age_70_79,Age_75_84,Age_80plus,Age_85plus,Age_Unkn,Age_Unknown,AverageAge,COUNTYN,C_AgeAvrg,C_AgeMedian,C_AgeRange,C_Age_0_4,C_Age_0_9,C_Age_10_19,C_Age_15_24,C_Age_20_29,C_Age_25_34,C_Age_30_39,C_Age_35_44,C_Age_40_49,C_Age_45_54,C_Age_50_59,C_Age_55_64,C_Age_5_14,C_Age_60_69,C_Age_65_74,C_Age_70_79,C_Age_75_84,C_Age_80plus,C_Age_85plus,C_Age_Unkn,C_AllResTypes,C_CaseDate,C_EDYes_NonRes,C_EDYes_Res,C_ED_NO,C_ED_NoData,C_ED_Yes,C_FLRes,C_FLResDeaths,C_FLResOut,C_Female,C_HispanicNO,C_HispanicUnk,C_HispanicYES,C_HospYes_NonRes,C_HospYes_Res,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,C_Male,C_Men,C_NonResDeaths,C_NotFLRes,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_RaceWhite,C_SexUnkn,C_Women,CasesAll,ContactNo,ContactUnknown,ContactYes,Counts,County,DEPCODE,Deaths,ED_No,ED_Unknown,ED_Yes,EverMon,FL.resident,FLResDeaths,GenderFemale,GenderMale,GenderUnknown,HospitalizedNo,HospitalizedUnknown,HospitalizedYes,LabResultsYes,MonNow,Non.FL.resident,Not.diagnosed.isolated.in.FL,OBJECTID,PUIAgeAvrg,PUIAgeMedian,PUIAgeRange,PUIContNo,PUIContUnkn,PUIContYes,PUIED_NO,PUIED_NoData,PUIED_Yes,PUIFLRes,PUIFLResOut,PUIFemale,PUIHosp_No,PUIHosp_Nodata,PUIHosp_Yes,PUILab_Yes,PUIMale,PUINotFLRes,PUISexUnkn,PUITravelNo,PUITravelUnkn,PUITravelYes,PUIsTotal,State,TInconc,TNegative,TPending,TPositive,T_LabDOH_NonRes,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabPrivate_Res,T_NegNotFLRes,T_NegRes,T_PercentPositive,T_Total_Res,T_negative,T_positive,T_total,TravelNo,TravelUnknown,TravelYes,file,sheet,date_merge,country_code,admin_level,admin1,admin2,fips,samples,m50,m50_index
,24.0,,,86.0,,168.0,,198.0,,254.0,,344.0,18.0,,265.0,,172.0,,65.0,4.0,,,85.0,,57.0,3 to 92,1.0,,,10.0,,17.0,,19.0,,27.0,,39.0,1.0,,21.0,,28.0,,6.0,0.0,160.0,,2.0,59.0,,,,160.0,5.0,0.0,70.0,102.0,26.0,32.0,1.0,39.0,,,,90.0,97.0,0.0,9.0,6.0,18.0,28.0,108.0,0.0,72.0,169.0,,,,,Martin,43.0,5.0,,,,61.0,,,,,,,,,,51.0,,,19.0,,56.0,0 to 99,76.0,1435.0,87.0,,,,1588.0,0.0,884.0,,,,1593.0,684.0,10.0,30.0,126.0,1414.0,58.0,1598.0,FL,0.0,1424,5,169,0.0,7.0,9.0,153.0,0.0,1424.0,,1584.0,1424.0,169.0,1598.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Martin County,12085,4265,2.0669999999999997,26
,12.0,,,61.0,,131.0,,167.0,,211.0,,258.0,16.0,,186.0,,80.0,,23.0,1.0,,,87.0,,51.0,6 to 80,0.0,,,6.0,,11.0,,11.0,,14.0,,15.0,3.0,,11.0,,6.0,,0.0,0.0,69.0,,3.0,13.0,,,,69.0,3.0,0.0,33.0,42.0,9.0,18.0,2.0,10.0,,,,36.0,40.0,0.0,8.0,5.0,0.0,9.0,55.0,0.0,37.0,77.0,,,,,Monroe,44.0,3.0,,,,207.0,,,,,,,,,,80.0,,,49.0,,54.0,0 to 97,282.0,777.0,87.0,,,,1111.0,0.0,602.0,,,,1128.0,538.0,35.0,6.0,136.0,945.0,65.0,1146.0,FL,0.0,1051,18,77,4.0,14.0,4.0,55.0,27.0,1024.0,,1093.0,1051.0,77.0,1146.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Monroe County,12087,1736,0.275,7
,16.0,,,106.0,,172.0,,189.0,,205.0,,225.0,18.0,,167.0,,133.0,,78.0,0.0,,,89.0,,50.0,20 to 89,0.0,,,5.0,,6.0,,9.0,,6.0,,7.0,0.0,,11.0,,5.0,,1.0,0.0,48.0,,0.0,18.0,,,,48.0,0.0,0.0,30.0,37.0,10.0,1.0,0.0,12.0,,,,18.0,19.0,0.0,2.0,6.0,2.0,9.0,31.0,0.0,31.0,50.0,,,,,Nassau,45.0,0.0,,,,23.0,,,,,,,,,,20.0,,,54.0,,52.0,0 to 103,27.0,1251.0,31.0,,,,1264.0,0.0,680.0,,,,1309.0,455.0,45.0,174.0,37.0,1250.0,22.0,1309.0,FL,0.0,1259,0,50,2.0,11.0,0.0,37.0,43.0,1216.0,,1264.0,1259.0,50.0,1309.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Nassau County,12089,3389,4.862,36
,78.0,,,148.0,,316.0,,338.0,,309.0,,355.0,55.0,,261.0,,157.0,,93.0,5.0,,,91.0,,59.0,3 to 96,1.0,,,4.0,,20.0,,18.0,,16.0,,30.0,3.0,,27.0,,19.0,,11.0,0.0,142.0,,1.0,43.0,,,,141.0,3.0,1.0,77.0,123.0,1.0,18.0,0.0,24.0,,,,65.0,69.0,0.0,7.0,21.0,12.0,0.0,109.0,0.0,80.0,149.0,,,,,Okaloosa,46.0,3.0,,,,369.0,,,,,,,,,,170.0,,,4.0,,48.0,0 to 118,84.0,1869.0,162.0,,,,2040.0,1.0,1310.0,,,,2104.0,769.0,74.0,36.0,160.0,1899.0,56.0,2115.0,FL,0.0,1955,11,149,4.0,59.0,3.0,83.0,67.0,1888.0,,2030.0,1955.0,149.0,2115.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Okaloosa County,12091,4692,2.4019999999999997,35
,9.0,,,31.0,,37.0,,40.0,,59.0,,60.0,13.0,,44.0,,26.0,,5.0,1.0,,,93.0,,61.0,33 to 76,0.0,,,0.0,,1.0,,1.0,,2.0,,2.0,0.0,,2.0,,1.0,,0.0,0.0,8.0,,0.0,1.0,,,,8.0,0.0,0.0,7.0,8.0,0.0,0.0,1.0,4.0,,,,1.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,7.0,9.0,,,,,Okeechobee,47.0,0.0,,,,19.0,,,,,,,,,,10.0,,,64.0,,50.0,0 to 97,35.0,288.0,2.0,,,,322.0,0.0,176.0,,,,323.0,134.0,3.0,15.0,32.0,286.0,7.0,325.0,FL,0.0,314,2,9,0.0,2.0,1.0,6.0,2.0,312.0,,320.0,314.0,9.0,325.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Okeechobee County,12093,1023,2.6830000000000003,41
,544.0,,,1855.0,,3705.0,,3884.0,,3908.0,,3504.0,625.0,,2135.0,,964.0,,385.0,13.0,,,95.0,,45.0,0 to 101,19.0,,,135.0,,218.0,,241.0,,272.0,,206.0,18.0,,108.0,,62.0,,25.0,0.0,1242.0,,35.0,438.0,,,,1241.0,30.0,1.0,599.0,457.0,373.0,412.0,30.0,223.0,,,,641.0,676.0,2.0,62.0,165.0,359.0,142.0,576.0,2.0,626.0,1304.0,,,,,Orange,48.0,30.0,,,,577.0,,,,,,,,,,380.0,,,31.0,,45.0,0 to 120,461.0,20399.0,662.0,,,,21125.0,1.0,12024.0,,,,21502.0,9409.0,396.0,89.0,852.0,20369.0,301.0,21522.0,FL,3.0,20195,20,1304,4.0,96.0,58.0,1146.0,334.0,19861.0,,21103.0,20195.0,1304.0,21522.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Orange County,12095,32321,1.093,13
,60.0,,,371.0,,799.0,,838.0,,860.0,,742.0,135.0,,487.0,,256.0,,88.0,9.0,,,97.0,,49.0,0 to 102,2.0,,,33.0,,63.0,,74.0,,96.0,,88.0,8.0,,66.0,,29.0,,4.0,0.0,446.0,,5.0,194.0,,,,446.0,7.0,0.0,223.0,141.0,47.0,258.0,6.0,123.0,,,,223.0,236.0,1.0,17.0,34.0,181.0,9.0,222.0,0.0,227.0,463.0,,,,,Osceola,49.0,7.0,,,,359.0,,,,,,,,,,80.0,,,44.0,,46.0,0 to 102,315.0,3895.0,435.0,,,,4613.0,0.0,2630.0,,,,4586.0,1995.0,32.0,20.0,503.0,3980.0,162.0,4645.0,FL,3.0,4120,59,463,2.0,28.0,15.0,418.0,13.0,4107.0,,4553.0,4120.0,463.0,4645.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Osceola County,12097,10355,0.63,6
,268.0,,,1414.0,,2744.0,,2990.0,,3610.0,,4210.0,347.0,,3075.0,,1750.0,,990.0,1279.0,,,99.0,,56.0,0 to 104,13.0,,,180.0,,294.0,,354.0,,402.0,,443.0,19.0,,369.0,,323.0,,190.0,27.0,2556.0,,24.0,520.0,,,,2554.0,155.0,2.0,1267.0,1018.0,1229.0,309.0,15.0,385.0,,,,1288.0,1322.0,3.0,58.0,330.0,185.0,1121.0,920.0,1.0,1291.0,2614.0,,,,,Palm Beach,50.0,155.0,,,,685.0,,,,,,,,,,428.0,,,6.0,,53.0,0 to 115,213.0,21964.0,500.0,,,,22434.0,2.0,12617.0,,,,22621.0,9910.0,241.0,150.0,762.0,21775.0,140.0,22677.0,FL,269.0,19738,56,2614,6.0,124.0,52.0,2432.0,179.0,19559.0,,22115.0,19738.0,2614.0,22677.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Palm Beach County,12099,29710,1.3359999999999999,16
,91.0,,,346.0,,628.0,,758.0,,879.0,,904.0,105.0,,723.0,,408.0,,139.0,6.0,,,101.0,,48.0,1 to 94,3.0,,,21.0,,26.0,,48.0,,44.0,,34.0,5.0,,36.0,,10.0,,6.0,0.0,226.0,,3.0,72.0,,,,226.0,4.0,0.0,116.0,150.0,22.0,54.0,2.0,50.0,,,,110.0,114.0,0.0,7.0,22.0,37.0,15.0,152.0,0.0,119.0,233.0,,,,,Pasco,51.0,4.0,,,,418.0,,,,,,,,,,145.0,,,8.0,,51.0,0 to 102,116.0,4633.0,238.0,,,,4958.0,0.0,3007.0,,,,4961.0,1966.0,29.0,14.0,312.0,4590.0,85.0,4987.0,FL,6.0,4722,26,233,1.0,36.0,6.0,190.0,22.0,4700.0,,4926.0,4722.0,233.0,4987.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Pasco County,12101,13844,2.0909999999999997,22
,168.0,,,814.0,,1793.0,,1761.0,,2104.0,,2367.0,176.0,,1821.0,,1021.0,,630.0,26.0,,,103.0,,56.0,1 to 101,1.0,,,44.0,,89.0,,70.0,,112.0,,127.0,4.0,,98.0,,66.0,,66.0,0.0,636.0,,16.0,173.0,,,,636.0,24.0,0.0,335.0,554.0,26.0,56.0,14.0,158.0,,,,301.0,326.0,1.0,41.0,81.0,36.0,15.0,504.0,0.0,351.0,677.0,,,,,Pinellas,52.0,24.0,,,,309.0,,,,,,,,,,219.0,,,34.0,,53.0,0 to 120,738.0,11473.0,470.0,,,,12522.0,0.0,7567.0,,,,12604.0,5078.0,159.0,36.0,1117.0,11242.0,322.0,12681.0,FL,10.0,11917,77,677,6.0,79.0,35.0,557.0,117.0,11800.0,,12436.0,11917.0,677.0,12681.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Pinellas County,12103,22158,1.3,20
,156.0,,,483.0,,903.0,,947.0,,1029.0,,1016.0,146.0,,873.0,,533.0,,224.0,3.0,,,105.0,,54.0,3 to 102,1.0,,,17.0,,55.0,,56.0,,67.0,,68.0,5.0,,51.0,,49.0,,31.0,0.0,394.0,,3.0,174.0,,,,394.0,18.0,0.0,229.0,237.0,48.0,109.0,1.0,119.0,,,,164.0,166.0,0.0,6.0,79.0,46.0,30.0,239.0,1.0,233.0,400.0,,,,,Polk,53.0,18.0,,,,365.0,,,,,,,,,,169.0,,,43.0,,49.0,0 to 102,223.0,5838.0,252.0,,,,6289.0,0.0,3638.0,,,,6306.0,2536.0,24.0,139.0,387.0,5813.0,113.0,6313.0,FL,2.0,5904,7,400,1.0,86.0,5.0,308.0,18.0,5886.0,,6280.0,5904.0,400.0,6313.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Polk County,12105,17961,2.237,23
,30.0,,,121.0,,178.0,,170.0,,188.0,,198.0,45.0,,132.0,,106.0,,34.0,6.0,,,107.0,,42.0,6 to 82,0.0,,,11.0,,9.0,,15.0,,13.0,,8.0,11.0,,13.0,,3.0,,0.0,0.0,83.0,,0.0,25.0,,,,83.0,1.0,0.0,48.0,80.0,2.0,1.0,0.0,13.0,,,,35.0,35.0,0.0,0.0,37.0,1.0,0.0,45.0,0.0,48.0,83.0,,,,,Putnam,54.0,1.0,,,,84.0,,,,,,,,,,38.0,,,2.0,,47.0,0 to 118,64.0,1007.0,137.0,,,,1205.0,0.0,714.0,,,,1205.0,453.0,3.0,41.0,160.0,1032.0,16.0,1208.0,FL,0.0,1122,3,83,0.0,39.0,0.0,44.0,3.0,1119.0,,1202.0,1122.0,83.0,1208.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Putnam County,12107,2055,4.492,39
,116.0,,,218.0,,388.0,,401.0,,372.0,,342.0,111.0,,255.0,,123.0,,96.0,6.0,,,113.0,,48.0,0 to 94,3.0,,,15.0,,21.0,,26.0,,27.0,,22.0,0.0,,19.0,,7.0,,7.0,0.0,146.0,,0.0,21.0,,,,146.0,6.0,0.0,44.0,120.0,20.0,6.0,0.0,20.0,,,,99.0,99.0,0.0,1.0,19.0,2.0,21.0,104.0,3.0,45.0,147.0,,,,,Santa Rosa,57.0,6.0,,,,493.0,,,,,,,,,,71.0,,,50.0,,44.0,0 to 102,55.0,2272.0,101.0,,,,2424.0,0.0,1427.0,,,,2427.0,978.0,4.0,23.0,121.0,2263.0,44.0,2428.0,FL,1.0,2279,1,147,0.0,40.0,1.0,106.0,3.0,2276.0,,2422.0,2279.0,147.0,2428.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Santa Rosa County,12113,4557,4.45,36
,50.0,,,224.0,,419.0,,482.0,,594.0,,716.0,62.0,,723.0,,542.0,,355.0,3.0,,,115.0,,64.0,0 to 102,2.0,,,11.0,,28.0,,28.0,,43.0,,47.0,1.0,,68.0,,54.0,,36.0,0.0,302.0,,11.0,128.0,,,,302.0,32.0,0.0,169.0,232.0,34.0,36.0,8.0,104.0,,,,133.0,143.0,0.0,16.0,17.0,25.0,19.0,241.0,0.0,175.0,318.0,,,,,Sarasota,58.0,32.0,,,,222.0,,,,,,,,,,117.0,,,57.0,,58.0,0 to 115,353.0,3618.0,199.0,,,,4053.0,0.0,2382.0,,,,4169.0,1709.0,117.0,79.0,560.0,3529.0,81.0,4170.0,FL,1.0,3850,1,318,6.0,43.0,10.0,259.0,101.0,3749.0,,4051.0,3850.0,318.0,4170.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Sarasota County,12115,11715,1.557,21
,99.0,,,431.0,,862.0,,934.0,,967.0,,840.0,115.0,,662.0,,231.0,,135.0,3.0,,,117.0,,47.0,1 to 100,3.0,,,32.0,,66.0,,51.0,,67.0,,45.0,5.0,,52.0,,18.0,,12.0,0.0,345.0,,5.0,153.0,,,,345.0,8.0,0.0,179.0,192.0,25.0,128.0,1.0,79.0,,,,166.0,168.0,0.0,6.0,44.0,39.0,17.0,245.0,0.0,183.0,351.0,,,,,Seminole,59.0,8.0,,,,384.0,,,,,,,,,,151.0,,,30.0,,47.0,0 to 118,180.0,4843.0,256.0,,,,5269.0,0.0,3059.0,,,,5273.0,2177.0,10.0,43.0,326.0,4862.0,91.0,5279.0,FL,3.0,4919,6,351,0.0,38.0,6.0,307.0,4.0,4915.0,,5260.0,4919.0,351.0,5279.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Seminole County,12117,13124,1.8030000000000002,21
,16.0,,,48.0,,82.0,,74.0,,149.0,,242.0,15.0,,694.0,,386.0,,41.0,2.0,,,119.0,,66.0,17 to 92,0.0,,,5.0,,4.0,,14.0,,25.0,,29.0,0.0,,56.0,,31.0,,5.0,0.0,169.0,,0.0,51.0,,,,169.0,12.0,0.0,61.0,154.0,6.0,9.0,0.0,39.0,,,,107.0,107.0,0.0,0.0,12.0,2.0,6.0,149.0,1.0,61.0,169.0,,,,,Sumter,60.0,12.0,,,,48.0,,,,,,,,,,39.0,,,29.0,,69.0,0 to 96,95.0,1488.0,166.0,,,,1742.0,0.0,904.0,,,,1723.0,766.0,7.0,79.0,175.0,1522.0,52.0,1749.0,FL,0.0,1554,26,169,0.0,42.0,0.0,127.0,7.0,1547.0,,1716.0,1554.0,169.0,1749.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Sumter County,12119,3058,1.308,23
,21.0,,,38.0,,77.0,,69.0,,72.0,,92.0,7.0,,81.0,,42.0,,35.0,3.0,,,121.0,,59.0,5 to 102,0.0,,,11.0,,12.0,,13.0,,11.0,,14.0,2.0,,17.0,,15.0,,14.0,0.0,109.0,,0.0,24.0,,,,109.0,11.0,0.0,78.0,101.0,5.0,3.0,0.0,29.0,,,,31.0,31.0,0.0,0.0,32.0,0.0,4.0,73.0,0.0,78.0,109.0,,,,,Suwannee,61.0,11.0,,,,6.0,,,,,,,,,,4.0,,,35.0,,53.0,0 to 118,49.0,375.0,113.0,,,,537.0,0.0,349.0,,,,535.0,172.0,0.0,16.0,129.0,403.0,5.0,537.0,FL,0.0,426,2,109,0.0,84.0,0.0,25.0,0.0,426.0,,535.0,426.0,109.0,537.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Suwannee County,12121,1116,6.765,48
,19.0,,,7.0,,25.0,,31.0,,24.0,,33.0,8.0,,29.0,,16.0,,4.0,1.0,,,123.0,,47.0,29 to 60,0.0,,,0.0,,1.0,,0.0,,1.0,,1.0,0.0,,0.0,,0.0,,0.0,0.0,3.0,,0.0,0.0,,,,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,,,,,Taylor,62.0,0.0,,,,19.0,,,,,,,,,,9.0,,,3.0,,48.0,0 to 118,11.0,181.0,5.0,,,,197.0,0.0,100.0,,,,195.0,78.0,0.0,19.0,46.0,148.0,3.0,197.0,FL,0.0,192,2,3,0.0,0.0,0.0,3.0,0.0,192.0,,195.0,192.0,3.0,197.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Taylor County,12123,549,4.298,81
,4.0,,,18.0,,28.0,,46.0,,33.0,,26.0,4.0,,27.0,,9.0,,5.0,0.0,,,125.0,,55.0,25 to 60,0.0,,,0.0,,1.0,,0.0,,0.0,,3.0,0.0,,0.0,,0.0,,0.0,0.0,4.0,,0.0,1.0,,,,4.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,,,,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,4.0,,,,,Union,63.0,0.0,,,,8.0,,,,,,,,,,7.0,,,39.0,,44.0,1 to 118,13.0,183.0,4.0,,,,200.0,0.0,109.0,,,,199.0,85.0,0.0,6.0,17.0,179.0,4.0,200.0,FL,0.0,195,1,4,0.0,1.0,0.0,3.0,0.0,195.0,,199.0,195.0,4.0,200.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Union County,12125,310,15.414000000000001,63
,76.0,,,415.0,,817.0,,859.0,,1213.0,,1587.0,127.0,,1444.0,,691.0,,326.0,13.0,,,127.0,,53.0,1 to 102,1.0,,,22.0,,59.0,,60.0,,81.0,,69.0,4.0,,78.0,,29.0,,29.0,0.0,422.0,,5.0,102.0,,,,422.0,15.0,0.0,177.0,262.0,116.0,44.0,4.0,74.0,,,,245.0,249.0,0.0,10.0,50.0,75.0,60.0,237.0,0.0,183.0,432.0,,,,,Volusia,64.0,15.0,,,,429.0,,,,,,,,,,180.0,,,25.0,,56.0,0 to 108,120.0,7122.0,326.0,,,,7535.0,0.0,4072.0,,,,7566.0,3104.0,33.0,392.0,392.0,7055.0,121.0,7568.0,FL,3.0,7131,2,432,1.0,97.0,9.0,325.0,23.0,7108.0,,7530.0,7131.0,432.0,7568.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Volusia County,12127,14383,2.42,32
,3.0,,,27.0,,51.0,,41.0,,54.0,,51.0,7.0,,24.0,,11.0,,3.0,1.0,,,129.0,,40.0,19 to 65,0.0,,,4.0,,5.0,,1.0,,7.0,,2.0,0.0,,1.0,,0.0,,0.0,0.0,19.0,,0.0,5.0,,,,19.0,1.0,0.0,14.0,19.0,0.0,0.0,0.0,5.0,,,,5.0,5.0,0.0,1.0,11.0,1.0,0.0,7.0,0.0,15.0,20.0,,,,,Wakulla,65.0,1.0,,,,40.0,,,,,,,,,,15.0,,,41.0,,46.0,0 to 93,8.0,244.0,21.0,,,,271.0,0.0,153.0,,,,273.0,118.0,2.0,2.0,29.0,242.0,2.0,273.0,FL,0.0,253,0,20,0.0,6.0,1.0,13.0,1.0,252.0,,271.0,253.0,20.0,273.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Wakulla County,12129,803,5.544,25
,22.0,,,43.0,,54.0,,93.0,,100.0,,90.0,11.0,,77.0,,29.0,,25.0,1.0,,,131.0,,49.0,20 to 90,0.0,,,3.0,,5.0,,6.0,,7.0,,5.0,0.0,,3.0,,5.0,,1.0,0.0,27.0,,2.0,7.0,,,,27.0,0.0,0.0,18.0,25.0,1.0,1.0,2.0,6.0,,,,9.0,13.0,0.0,8.0,3.0,0.0,1.0,23.0,0.0,22.0,35.0,,,,,Walton,66.0,0.0,,,,37.0,,,,,,,,,,17.0,,,51.0,,49.0,0 to 115,19.0,508.0,18.0,,,,532.0,0.0,292.0,,,,545.0,234.0,13.0,19.0,58.0,458.0,29.0,545.0,FL,1.0,509,0,35,2.0,5.0,6.0,22.0,5.0,504.0,,531.0,509.0,35.0,545.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Walton County,12131,1952,4.891,37
,1.0,,,11.0,,29.0,,40.0,,53.0,,63.0,1.0,,45.0,,28.0,,9.0,0.0,,,133.0,,54.0,25 to 62,0.0,,,0.0,,3.0,,0.0,,3.0,,6.0,0.0,,0.0,,0.0,,0.0,0.0,12.0,,0.0,0.0,,,,12.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,1.0,,,,7.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,12.0,,,,,Washington,67.0,0.0,,,,41.0,,,,,,,,,,20.0,,,53.0,,55.0,3 to 103,27.0,238.0,15.0,,,,279.0,0.0,163.0,,,,279.0,98.0,1.0,19.0,36.0,236.0,8.0,280.0,FL,0.0,267,1,12,0.0,6.0,0.0,6.0,1.0,266.0,,278.0,267.0,12.0,280.0,,,,HistoricalData_April2020,04_25_2020,2020-04-25,US,2,Florida,Washington County,12133,409,8.607000000000001,49
,109.0,,,667.0,,1081.0,,820.0,,763.0,,876.0,76.0,,854.0,,506.0,,225.0,45.0,,,1.0,,49.0,2 to 94,1.0,,,36.0,,47.0,,26.0,,33.0,,37.0,0.0,,36.0,,15.0,,8.0,1.0,229.0,,4.0,53.0,,,,229.0,1.0,0.0,133.0,168.0,44.0,17.0,2.0,37.0,,,,96.0,99.0,0.0,11.0,71.0,18.0,41.0,99.0,0.0,141.0,240.0,,,,,Alachua,1.0,1.0,,,,74.0,,,,,,,,,,55.0,,,66.0,,48.0,0 to 118,131.0,5817.0,74.0,,,,5917.0,0.0,3473.0,,,,6022.0,2349.0,105.0,200.0,250.0,5727.0,45.0,6022.0,FL,7.0,5775,0,240,6.0,27.0,5.0,202.0,94.0,5681.0,,5910.0,5775.0,240.0,6022.0,,,,HistoricalData_April2020,04_24_2020,2020-04-24,US,2,Florida,Alachua County,12001,6592,3.022,39
,10.0,,,35.0,,50.0,,38.0,,61.0,,48.0,6.0,,30.0,,28.0,,18.0,0.0,,,3.0,,71.0,24 to 97,0.0,,,1.0,,1.0,,1.0,,0.0,,4.0,0.0,,4.0,,5.0,,3.0,0.0,19.0,,0.0,5.0,,,,19.0,3.0,0.0,12.0,19.0,0.0,0.0,0.0,8.0,,,,7.0,7.0,0.0,0.0,1.0,1.0,0.0,17.0,0.0,12.0,19.0,,,,,Baker,2.0,3.0,,,,2.0,,,,,,,,,,1.0,,,17.0,,48.0,0 to 99,17.0,290.0,17.0,,,,320.0,0.0,198.0,,,,324.0,108.0,4.0,18.0,52.0,269.0,3.0,324.0,FL,0.0,305,0,19,0.0,14.0,0.0,5.0,4.0,301.0,,320.0,305.0,19.0,324.0,,,,HistoricalData_April2020,04_24_2020,2020-04-24,US,2,Florida,Baker County,12003,779,7.459,53
,9.0,,,70.0,,133.0,,164.0,,213.0,,196.0,16.0,,122.0,,67.0,,26.0,0.0,,,5.0,,47.0,14 to 93,0.0,,,3.0,,10.0,,12.0,,16.0,,8.0,1.0,,7.0,,2.0,,1.0,0.0,59.0,,1.0,20.0,,,,59.0,2.0,0.0,24.0,38.0,7.0,14.0,1.0,9.0,,,,35.0,36.0,0.0,1.0,8.0,3.0,5.0,43.0,0.0,24.0,60.0,,,,,Bay,3.0,2.0,,,,32.0,,,,,,,,,,27.0,,,15.0,,50.0,0 to 99,36.0,951.0,29.0,,,,1014.0,0.0,554.0,,,,1016.0,408.0,2.0,54.0,66.0,921.0,29.0,1016.0,FL,1.0,955,0,60,0.0,15.0,1.0,44.0,1.0,954.0,,1013.0,955.0,60.0,1016.0,,,,HistoricalData_April2020,04_24_2020,2020-04-24,US,2,Florida,Bay County,12005,5628,5.052,63
,6.0,,,68.0,,83.0,,81.0,,81.0,,109.0,7.0,,81.0,,86.0,,73.0,4.0,,,7.0,,74.0,8 to 107,0.0,,,3.0,,1.0,,5.0,,3.0,,2.0,2.0,,6.0,,11.0,,9.0,0.0,42.0,,0.0,4.0,,,,42.0,2.0,0.0,34.0,41.0,1.0,0.0,0.0,10.0,,,,8.0,8.0,0.0,0.0,3.0,0.0,0.0,39.0,0.0,34.0,42.0,,,,,Bradford,4.0,2.0,,,,105.0,,,,,,,,,,73.0,,,40.0,,56.0,0 to 107,23.0,620.0,36.0,,,,679.0,0.0,442.0,,,,678.0,227.0,0.0,10.0,118.0,561.0,0.0,679.0,FL,0.0,636,1,42,0.0,29.0,0.0,13.0,0.0,636.0,,678.0,636.0,42.0,679.0,,,,HistoricalData_April2020,04_24_2020,2020-04-24,US,2,Florida,Bradford County,12007,536,6.591,57
